zcta5,stab,zipname,pop10
ZIP census tabulation area,State abbreviation,ZCTA name,Population (2010)
3457,NH,"Nelson, NH",852
3458,NH,"Peterborough, NH",6643
3461,NH,"Rindge, NH",6014
3462,NH,"Spofford, NH",1562
3464,NH,"Stoddard, NH",1109
3465,NH,"Troy, NH",2156
3466,NH,"West Chesterfield, NH",1332
3467,NH,"Westmoreland, NH",1842
3470,NH,"Winchester, NH",5033
3561,NH,"Littleton, NH",5939
3570,NH,"Berlin, NH",10051
3574,NH,"Bethlehem, NH",2526
3575,NH,"Bretton Woods, NH (PO Boxes)",124
3576,NH,"Colebrook, NH",3238
3579,ME,"Errol, NH",103
3579,NH,"Errol, NH",358
3580,NH,"Franconia, NH",1369
3581,NH,"Gorham, NH",3230
3582,NH,"Groveton, NH",2577
3583,NH,"Jefferson, NH",1107
3584,NH,"Lancaster, NH",3774
3585,NH,"Lisbon, NH",2519
3586,NH,"Sugar Hill, NH",547
3588,NH,"Milan, NH",1641
3590,NH,"North Stratford, NH",1052
3592,NH,"Pittsburg, NH",1145
3593,NH,"Randolph, NH",313
3595,NH,"Twin Mountain, NH (PO Boxes)",639
3597,NH,"West Stewartstown, NH",521
3598,NH,"Whitefield, NH",3285
3601,NH,"Acworth, NH",477
3602,NH,"Alstead, NH",2654
3603,NH,"Charlestown, NH",5412
3604,NH,"Drewsville, NH",69
3605,NH,"Lempster, NH",1160
3607,NH,"South Acworth, NH",322
3608,NH,"Walpole, NH",2811
3609,NH,"North Walpole, NH",854
3740,NH,"Bath, NH (PO Boxes)",911
3741,NH,"Canaan, NH",4208
3743,NH,"Claremont, NH",14103
3745,NH,"Cornish, NH",1424
3746,NH,"Cornish Flat, NH",216
3748,NH,"Enfield, NH",4762
3750,NH,"Etna, NH",870
3751,NH,"Georges Mills, NH (PO Boxes)",583
3752,NH,"Goshen, NH",810
3753,NH,"Grantham, NH",2971
3754,NH,"Guild, NH (PO Boxes)",86
3755,NH,"Hanover, NH",10538
3765,NH,"Haverhill, NH",503
3766,NH,"Lebanon, NH",8958
3768,NH,"Lyme, NH",1716
3770,NH,"Meriden, NH",524
3771,NH,"Monroe, NH",754
3773,NH,"Newport, NH",7841
3774,NH,"North Haverhill, NH",1966
3777,NH,"Orford, NH",1237
3779,NH,"Piermont, NH",790
3780,NH,"Pike, NH",410
3781,NH,"Plainfield, NH",1840
3782,NH,"Sunapee, NH",2945
3784,NH,"Lebanon, NH",4086
3785,NH,"Woodsville, NH",2400
3801,NH,"Portsmouth, NH",21532
3809,NH,"Alton, NH",3716
3810,NH,"Alton Bay, NH",1538
3811,NH,"Atkinson, NH",6753
3812,NH,"Bartlett, NH (PO Boxes)",824
3813,NH,"Center Conway, NH",3250
3814,NH,"Center Ossipee, NH",2329
3816,NH,"Center Tuftonboro, NH",1368
3817,NH,"Chocorua, NH",574
3818,NH,"Conway, NH",3807
3819,NH,"Danville, NH",4377
3820,NH,"Dover, NH",30039
3823,NH,"Madbury, NH",1719
3824,NH,"Durham, NH",14638
3825,NH,"Barrington, NH",8512
3826,NH,"East Hampstead, NH",2470
3827,NH,"East Kingston, NH",3150
3830,NH,"East Wakefield, NH",1610
3832,NH,"Eaton Center, NH",395
3833,NH,"Exeter, NH",20955
3835,NH,"Farmington, NH",6786
3836,NH,"Freedom, NH",1489
3837,NH,"Gilmanton Iron Works, NH",1519
3838,NH,"Glen, NH",1031
3839,NH,"Rochester, NH",3735
3840,NH,"Greenland, NH",3566
3841,NH,"Hampstead, NH",6334
3842,NH,"Hampton, NH",15345
3844,NH,"Hampton Falls, NH",2238
3845,NH,"Intervale, NH",991
3846,NH,"Jackson, NH",799
3847,NH,"North Conway, NH",294
3848,NH,"Kingston, NH",6020
3849,NH,"Madison, NH",1585
3850,NH,"Melvin Village, NH",372
3851,NH,"Milton, NH (PO Boxes)",4040
3852,NH,"Milton Mills, NH",558
3853,NH,"Mirror Lake, NH",602
3854,NH,"New Castle, NH (PO Boxes)",968
3855,NH,"New Durham, NH",2638
3856,NH,"Newfields, NH",1680
3857,NH,"Newmarket, NH",9006
3858,NH,"Newton, NH",4603
3860,NH,"North Conway, NH",4056
3861,NH,"Lee, NH",4330
3862,NH,"North Hampton, NH",4278
3864,NH,"Ossipee, NH",1696
3865,NH,"Plaistow, NH",7609
3867,NH,"Rochester, NH",20758
3868,NH,"Rochester, NH",5323
3869,NH,"Rollinsford, NH",2469
3870,NH,"Rye, NH",5162
3871,NH,"Rye Beach, NH (PO Boxes)",136
3872,NH,"Sanbornville, NH",3809
3873,NH,"Sandown, NH",5711
3874,NH,"Seabrook, NH",8776
3875,NH,"Silver Lake, NH",833
3878,NH,"Somersworth, NH",11824
3882,NH,"Effingham, NH",1465
3883,NH,"South Tamworth, NH",178
3884,NH,"Strafford, NH",3964
3885,NH,"Stratham, NH",7261
3886,NH,"Tamworth, NH",2112
3887,NH,"Union, NH",2154
3890,NH,"West Ossipee, NH",327
3894,NH,"Wolfeboro, NH",6314
3901,ME,"Berwick, ME",7246
3902,ME,"Cape Neddick, ME",2211
3903,ME,"South Eliot, ME",6211
3904,ME,"Kittery, ME",7703
3905,ME,"Kittery Point, ME",1780
3906,ME,"North Berwick, ME",4647
3907,ME,"Ogunquit, ME",894
3908,ME,"South Berwick, ME",7233
3909,ME,"York, ME",9738
3910,ME,"Cape Neddick, ME",328
3911,ME,"York Harbor, ME",250
4001,ME,"Acton, ME",2429
4002,ME,"Alfred, ME",7351
4003,ME,"Bailey Island, ME",330
4005,ME,"Biddeford, ME",23146
4006,ME,"Biddeford, ME",96
4008,ME,"Bowdoinham, ME",2723
4009,ME,"Bridgton, ME",5151
4010,ME,"Brownfield, ME",1597
4011,ME,"Brunswick, ME",20278
4015,ME,"Casco, ME",3808
4017,ME,"Chebeague Island, ME",341
4019,ME,"Portland, ME",71
4020,ME,"Cornish, ME",1403
4021,ME,"Cumberland Center, ME",5820
4022,ME,"Denmark, ME",1148
4024,ME,"East Baldwin, ME",608
4027,ME,"Lebanon, ME",6031
4029,ME,"Sebago, ME",1725
4030,ME,"East Waterboro, ME",2208
4032,ME,"Freeport, ME",7879
4037,ME,"Fryeburg, ME",3834
4038,ME,"Gorham, ME",16381
4039,ME,"Gray, ME",7422
4040,ME,"Harrison, ME",3111
4041,ME,"Hiram, ME",1613
4042,ME,"Hollis Center, ME",4281
4043,ME,"Kennebunk, ME",10810
4046,ME,"Kennebunkport, ME",7496
4047,ME,"Parsonsfield, ME",1892
4048,ME,"Limerick, ME",2946
4049,ME,"Limington, ME",3659
4050,ME,"Long Island, ME",230
4051,ME,"Lovell, ME",1153
4055,ME,"Naples, ME",3793
4056,ME,"Newfield, ME (PO Boxes)",257
4057,ME,"Bridgton, ME",56
4061,ME,"Lake Arrowhead, ME",3369
4062,ME,"Windham, ME",17020
4063,ME,"Old Orchard Beach, ME",412
4064,ME,"Old Orchard Beach, ME",8212
4066,ME,"Orrs Island, ME",539
4068,ME,"Porter, ME",1505
4069,ME,"Pownal, ME",1465
4071,ME,"Raymond, ME",4801
4072,ME,"Saco, ME",18482
4073,ME,"Sanford, ME",16189
4074,ME,"Scarborough, ME",18760
4076,ME,"Shapleigh, ME",2683
4079,ME,"Harpswell, ME",3871
4083,ME,"Springvale, ME",4525
4084,ME,"Standish, ME",8088
4085,ME,"Steep Falls, ME",1786
4086,ME,"Topsham, ME",8787
4087,ME,"Waterboro, ME",2116
4088,ME,"Waterford, ME",1516
4090,ME,"Wells, ME",9589
4091,ME,"West Baldwin, ME",911
4092,ME,"Westbrook, ME",17515
4093,ME,"Buxton, ME",8034
4095,ME,"West Newfield, ME",1274
4096,ME,"Yarmouth, ME",8349
4097,ME,"North Yarmouth, ME",3574
4101,ME,"Portland, ME",17227
4102,ME,"Portland, ME",17335
4103,ME,"Portland, ME",30606
4105,ME,"Falmouth, ME",11158
4106,ME,"South Portland, ME",25175
4107,ME,"Cape Elizabeth, ME",8980
4108,ME,"Portland, ME",862
4109,ME,"Portland, ME",93
4110,ME,"Cumberland Foreside, ME",1391
4210,ME,"Auburn, ME",23045
4216,ME,"Andover, ME",640
4217,ME,"Bethel, ME",3312
4219,ME,"Bryant Pond, ME",1472
4220,ME,"Buckfield, ME",3077
4221,ME,"Canton, ME",1098
4222,ME,"Durham, ME",3848
4224,ME,"Dixfield, ME",3040
4226,ME,"East Andover, ME",190
4227,ME,"East Dixfield, ME (PO Boxes)",79
4228,ME,"East Livermore, ME (PO Boxes)",6
4231,ME,"Stoneham, ME",236
4234,ME,"East Wilton, ME (PO Boxes)",168
4236,ME,"Greene, ME",4350
4237,ME,"Hanover, ME",238
4238,ME,"Hebron, ME",1416
4239,ME,"Jay, ME",4851
4240,ME,"Lewiston, ME",36592
4250,ME,"Lisbon, ME",4228
4252,ME,"Lisbon Falls, ME",4799
4253,ME,"Livermore, ME",2095
4254,ME,"Livermore Falls, ME",3181
4255,ME,"Greenwood, ME",802
4256,ME,"Mechanic Falls, ME",3064
4257,ME,"Mexico, ME",2681
4258,ME,"Minot, ME",2617
4259,ME,"Monmouth, ME",3264
4260,ME,"New Gloucester, ME",5542
4261,ME,"Newry, ME",444
4263,ME,"Leeds, ME",2326
4265,ME,"North Monmouth, ME",918
4267,ME,"North Waterford, ME (PO Boxes)",37
4268,ME,"Norway, ME",5023
4270,ME,"Oxford, ME",5880
4271,ME,"Paris, ME (PO Boxes)",67
4274,ME,"Poland, ME",5343
4275,ME,"Roxbury, ME",514
4276,ME,"Rumford, ME",5841
4280,ME,"Sabattus, ME",6474
4281,ME,"South Paris, ME",5116
4282,ME,"Turner, ME",5734
4284,ME,"Wayne, ME",1138
4285,ME,"Weld, ME",433
4286,ME,"West Bethel, ME",47
4287,ME,"Bowdoin, ME",3224
4289,ME,"West Paris, ME",1815
4290,ME,"Peru, ME",1541
4292,ME,"Sumner, ME",948
4294,ME,"Wilton, ME",3995
4330,ME,"Augusta, ME",26086
4342,ME,"Dresden, ME",1672
4343,ME,"East Winthrop, ME (PO Boxes)",25
4344,ME,"Farmingdale, ME",2951
4345,ME,"Gardiner, ME",11646
4346,ME,"Randolph, ME",1772
4347,ME,"Hallowell, ME",2355
4348,ME,"Jefferson, ME",2976
4349,ME,"Kents Hill, ME",1158
4350,ME,"Litchfield, ME",3577
4351,ME,"Manchester, ME",2571
4352,ME,"Mount Vernon, ME",1632
4353,ME,"Whitefield, ME",2300
4354,ME,"Palermo, ME",1535
4355,ME,"Readfield, ME",2600
4357,ME,"Richmond, ME",3399
4358,ME,"South China, ME",4276
4359,ME,"Gardiner, ME",388
4360,ME,"Vienna, ME",560
4363,ME,"Windsor, ME",2575
4364,ME,"Winthrop, ME",6025
4401,ME,"Bangor, ME",44899
4406,ME,"Abbot, ME",819
4408,ME,"Aurora, ME",176
4410,ME,"Bradford, ME",1290
4411,ME,"Bradley, ME",1492
4412,ME,"Brewer, ME",9482
4413,ME,"Brookton, ME",196
4414,ME,"Brownville, ME",1248
4415,ME,"Brownville Junction, ME (PO Boxes)",276
4416,ME,"Bucksport, ME",5468
4417,ME,"Burlington, ME",370
4418,ME,"Greenbush, ME",1771
4419,ME,"Carmel, ME",2794
4421,ME,"Castine, ME",1366
4422,ME,"Charleston, ME",1409
4424,ME,"Danforth, ME",823
4426,ME,"Dover-Foxcroft, ME",4720
4427,ME,"Corinth, ME",2858
4428,ME,"Eddington, ME",3146
4429,ME,"Holden, ME",4717
4430,ME,"East Millinocket, ME",1728
4431,ME,"East Orland, ME (PO Boxes)",81
4434,ME,"Etna, ME",1246
4435,ME,"Exeter, ME",1092
4438,ME,"Frankfort, ME",1124
4441,ME,"Greenville, ME",1840
4442,ME,"Greenville Junction, ME (PO Boxes)",93
4443,ME,"Guilford, ME",2537
4444,ME,"Hampden, ME",8824
4448,ME,"Howland, ME",1431
4449,ME,"Hudson, ME",1489
4450,ME,"Kenduskeag, ME",1368
4451,ME,"Kingman, ME",259
4453,ME,"Lagrange, ME",779
4454,ME,"Lambert Lake, ME (PO Boxes)",69
4455,ME,"Lee, ME",923
4456,ME,"Levant, ME",2851
4457,ME,"Lincoln, ME",5948
4459,ME,"Mattawamkeag, ME",773
4460,ME,"Medway, ME",1419
4461,ME,"Milford, ME",3070
4462,ME,"Millinocket, ME",4835
4463,ME,"Milo, ME",2847
4464,ME,"Monson, ME",684
4468,ME,"Old Town, ME",9521
4469,ME,"Orono, ME",2702
4471,ME,"Orient, ME",609
4472,ME,"Orland, ME",2144
4473,ME,"Orono, ME",7660
4474,ME,"Orrington, ME",3733
4475,ME,"Passadumkeag, ME",418
4476,ME,"Penobscot, ME",1259
4478,ME,"Rockwood, ME",316
4479,ME,"Sangerville, ME",1343
4481,ME,"Sebec, ME",559
4485,ME,"Shirley Mills, ME",233
4487,ME,"Springfield, ME",964
4488,ME,"Stetson, ME",1202
4489,ME,"Old Town, ME",197
4490,ME,"Topsfield, ME",273
4491,ME,"Vanceboro, ME (PO Boxes)",140
4492,ME,"Waite, ME",166
4493,ME,"West Enfield, ME",1967
4495,ME,"Winn, ME",407
4496,ME,"Winterport, ME",3757
4497,ME,"Wytopitlock, ME",389
4530,ME,"Bath, ME",10818
4535,ME,"Alna, ME",709
4537,ME,"Boothbay, ME",2073
4538,ME,"Boothbay Harbor, ME",2080
4539,ME,"Bristol, ME",1168
4541,ME,"Chamberlain, ME",80
4543,ME,"Damariscotta, ME",2218
4544,ME,"East Boothbay, ME",724
4547,ME,"Friendship, ME",1152
4548,ME,"Georgetown, ME",1042
4551,ME,"Bremen, ME",806
4553,ME,"Newcastle, ME",1752
4554,ME,"New Harbor, ME",710
4555,ME,"Nobleboro, ME",1643
4556,ME,"Edgecomb, ME",1249
4558,ME,"Pemaquid, ME",308
4562,ME,"Phippsburg, ME",2216
4563,ME,"Cushing, ME",1534
4564,ME,"Round Pond, ME",489
4568,ME,"South Bristol, ME",391
4570,ME,"Squirrel Island, ME",2
4571,ME,"Trevett, ME",323
4572,ME,"Waldoboro, ME",5075
4573,ME,"Walpole, ME",501
4574,ME,"Washington, ME",1510
4575,ME,"West Boothbay Harbor, ME (PO Boxes)",85
4576,ME,"Southport, ME",604
4578,ME,"Wiscasset, ME",4450
4579,ME,"Woolwich, ME",3072
4605,ME,"Ellsworth, ME",12974
4606,ME,"Addison, ME",1272
4607,ME,"Gouldsboro, ME",1182
4609,ME,"Bar Harbor, ME",5222
4611,ME,"Beals, ME (PO Boxes)",508
4612,ME,"Bernard, ME",589
4613,ME,"Birch Harbor, ME",183
4614,ME,"Blue Hill, ME",2579
4616,ME,"Brooklin, ME",824
4617,ME,"Brooksville, ME",811
4619,ME,"Calais, ME",3121
4622,ME,"Cherryfield, ME",1412
4623,ME,"Columbia Falls, ME",1054
4624,ME,"Corea, ME",184
4625,ME,"Cranberry Isles, ME (PO Boxes)",47
4626,ME,"Cutler, ME",507
4627,ME,"Deer Isle, ME",1636
4628,ME,"Dennysville, ME",703
4629,ME,"East Blue Hill, ME",107
4630,ME,"East Machias, ME",1398
4631,ME,"Eastport, ME",1331
4634,ME,"Franklin, ME",1923
4635,ME,"Frenchboro, ME (PO Boxes)",61
4637,ME,"Grand Lake Stream, ME",136
4640,ME,"Hancock, ME",2261
4642,ME,"Harborside, ME",123
4643,ME,"Harrington, ME",1018
4644,ME,"Hulls Cove, ME (PO Boxes)",13
4645,ME,"Isle Au Haut, ME",73
4646,ME,"Islesford, ME (PO Boxes)",94
4648,ME,"Jonesboro, ME",580
4649,ME,"Jonesport, ME",1370
4650,ME,"Little Deer Isle, ME",235
4652,ME,"Lubec, ME",1690
4653,ME,"Bass Harbor, ME",490
4654,ME,"Machias, ME",3424
4655,ME,"Machiasport, ME",1119
4657,ME,"Meddybemps, ME",363
4658,ME,"Milbridge, ME",1353
4660,ME,"Mount Desert, ME",1309
4662,ME,"Northeast Harbor, ME (PO Boxes)",488
4664,ME,"Sullivan, ME",1238
4666,ME,"Pembroke, ME",1172
4667,ME,"Perry, ME",1638
4668,ME,"Princeton, ME",1680
4669,ME,"Prospect Harbor, ME",204
4671,ME,"Robbinston, ME",576
4673,ME,"Sargentville, ME",112
4674,ME,"Seal Cove, ME",484
4675,ME,"Seal Harbor, ME (PO Boxes)",253
4676,ME,"Sedgwick, ME",1088
4677,ME,"Sorrento, ME",274
4679,ME,"Southwest Harbor, ME",1767
4680,ME,"Steuben, ME",1131
4681,ME,"Stonington, ME",1043
4683,ME,"Sunset, ME",104
4684,ME,"Surry, ME",1466
4685,ME,"Swans Island, ME",332
4686,ME,"Wesley, ME",114
4691,ME,"Whiting, ME",441
4693,ME,"Winter Harbor, ME",516
4694,ME,"Baileyville, ME",2376
4730,ME,"Houlton, ME",9992
4732,ME,"Ashland, ME",1670
4733,ME,"Benedicta, ME",221
4734,ME,"Blaine, ME (PO Boxes)",800
4735,ME,"Bridgewater, ME",617
4736,ME,"Caribou, ME",9876
4739,ME,"Eagle Lake, ME",1112
4740,ME,"Easton, ME",1287
4741,ME,"Estcourt Station, ME",3
4742,ME,"Fort Fairfield, ME",3496
4743,ME,"Fort Kent, ME",4676
4745,ME,"Frenchville, ME",1082
4746,ME,"Grand Isle, ME",470
4747,ME,"Island Falls, ME",1337
4750,ME,"Limestone, ME",2603
4756,ME,"Madawaska, ME",3344
4757,ME,"Mapleton, ME",2870
4758,ME,"Mars Hill, ME",1498
4760,ME,"Monticello, ME",795
4761,ME,"New Limerick, ME",529
4762,ME,"New Sweden, ME",602
4763,ME,"Oakfield, ME",726
4764,ME,"Oxbow, ME",66
4765,ME,"Patten, ME",1262
4766,ME,"Perham, ME",386
4768,ME,"Portage, ME (PO Boxes)",400
4769,ME,"Presque Isle, ME",9692
4772,ME,"Saint Agatha, ME",762
4773,ME,"Saint David, ME",723
4774,ME,"Saint Francis, ME",730
4776,ME,"Sherman, ME",925
4777,ME,"Stacyville, ME",422
4779,ME,"Sinclair, ME",398
4780,ME,"Smyrna Mills, ME",808
4781,ME,"Wallagrass, ME",560
4783,ME,"Stockholm, ME",426
4785,ME,"Van Buren, ME",2504
4786,ME,"Washburn, ME",1970
4787,ME,"Westfield, ME",544
4841,ME,"Rockland, ME",7297
4843,ME,"Camden, ME",4851
4847,ME,"Hope, ME",1536
4848,ME,"Islesboro, ME",566
4849,ME,"Lincolnville, ME",3684
4851,ME,"Matinicus, ME (PO Boxes)",75
4852,ME,"Monhegan, ME (PO Boxes)",69
4853,ME,"North Haven, ME",354
4854,ME,"Owls Head, ME",1580
4855,ME,"Port Clyde, ME (PO Boxes)",307
4856,ME,"Rockport, ME",3330
4858,ME,"South Thomaston, ME",1533
4859,ME,"Spruce Head, ME",724
4860,ME,"Tenants Harbor, ME",1591
4861,ME,"Thomaston, ME",2781
4862,ME,"Union, ME",3592
4863,ME,"Vinalhaven, ME",1165
4864,ME,"Warren, ME",4751
4901,ME,"Waterville, ME",26248
4910,ME,"Albion, ME",2041
4911,ME,"Anson, ME",2136
4912,ME,"Athens, ME",1048
4915,ME,"Belfast, ME",8806
4917,ME,"Belgrade, ME",2849
4918,ME,"Belgrade Lakes, ME",349
4920,ME,"Bingham, ME",1713
4921,ME,"Brooks, ME",1593
4922,ME,"Burnham, ME",1164
4923,ME,"Cambridge, ME",482
4924,ME,"Canaan, ME",2275
4925,ME,"Caratunk, ME",75
4926,ME,"China Village, ME (PO Boxes)",52
4927,ME,"Clinton, ME",3486
4928,ME,"Corinna, ME",2198
4929,ME,"Detroit, ME",837
4930,ME,"Dexter, ME",4295
4932,ME,"Dixmont, ME",1181
4933,ME,"East Newport, ME (PO Boxes)",65
4936,ME,"Eustis, ME",261
4937,ME,"Fairfield, ME",6645
4938,ME,"Farmington, ME",9869
4939,ME,"Garland, ME",1105
4940,ME,"Farmington Falls, ME (PO Boxes)",118
4941,ME,"Freedom, ME",1751
4942,ME,"Harmony, ME",1326
4943,ME,"Hartland, ME",1792
4944,ME,"Hinckley, ME (PO Boxes)",42
4945,ME,"Jackman, ME",1242
4947,ME,"Kingfield, ME",1852
4949,ME,"Liberty, ME",913
4950,ME,"Madison, ME",4855
4951,ME,"Monroe, ME",906
4952,ME,"Morrill, ME",1829
4953,ME,"Newport, ME",3228
4955,ME,"New Sharon, ME",1362
4956,ME,"New Vineyard, ME",760
4957,ME,"Norridgewock, ME",4265
4958,ME,"North Anson, ME",1954
4961,ME,"New Portland, ME",972
4962,ME,"North Vassalboro, ME (PO Boxes)",125
4963,ME,"Oakland, ME",7238
4964,ME,"Oquossoc, ME (PO Boxes)",221
4965,ME,"Palmyra, ME",1976
4966,ME,"Phillips, ME",1682
4967,ME,"Pittsfield, ME",4230
4969,ME,"Plymouth, ME",1362
4970,ME,"Rangeley, ME",1620
4971,ME,"Saint Albans, ME",2005
4973,ME,"Searsmont, ME",1389
4974,ME,"Searsport, ME",2611
4975,ME,"Shawmut, ME (PO Boxes)",48
4976,ME,"Skowhegan, ME",9903
4978,ME,"Smithfield, ME",799
4979,ME,"Solon, ME",1064
4981,ME,"Stockton Springs, ME",2316
4982,ME,"Stratton, ME",630
4983,ME,"Strong, ME",1752
4984,ME,"Temple, ME",523
4985,ME,"West Forks, ME",114
4986,ME,"Thorndike, ME",1721
4987,ME,"Troy, ME",1030
4988,ME,"Unity, ME",2134
4989,ME,"Vassalboro, ME",4215
4992,ME,"Farmington, ME",103
5001,VT,"White River Junction, VT",9123
5031,VT,"Barnard, VT (PO Boxes)",218
5032,VT,"Bethel, VT",2664
5033,VT,"Bradford, VT",2744
5034,VT,"Bridgewater, VT",310
5035,VT,"Bridgewater Corners, VT",638
5036,VT,"Brookfield, VT",1037
5037,VT,"Brownsville, VT",560
5038,VT,"Chelsea, VT",1230
5039,VT,"Corinth, VT",1110
5040,VT,"East Corinth, VT",471
5041,VT,"East Randolph, VT",354
5042,VT,"East Ryegate, VT",605
5043,VT,"East Thetford, VT",937
5045,VT,"Fairlee, VT",1758
5046,VT,"Groton, VT",1139
5048,VT,"Hartland, VT",2429
5050,VT,"Mc Indoe Falls, VT (PO Boxes)",146
5051,VT,"Newbury, VT",1549
5052,VT,"North Hartland, VT",348
5053,VT,"North Pomfret, VT",332
5055,VT,"Norwich, VT",3363
5056,VT,"Plymouth, VT",567
5058,VT,"Post Mills, VT",346
5059,VT,"Quechee, VT",874
5060,VT,"Randolph, VT",4415
5061,VT,"Randolph Center, VT",1679
5062,VT,"Reading, VT",702
5065,VT,"Sharon, VT",1064
5067,VT,"South Pomfret, VT",258
5068,VT,"South Royalton, VT",3125
5069,VT,"South Ryegate, VT",555
5070,VT,"South Strafford, VT",484
5071,VT,"South Woodstock, VT",324
5072,VT,"Strafford, VT",526
5075,VT,"Thetford Center, VT",1113
5076,VT,"Topsham, VT",412
5077,VT,"Tunbridge, VT",1215
5079,VT,"Vershire, VT",730
5081,VT,"Wells River, VT",550
5083,VT,"West Fairlee, VT",151
5084,VT,"West Hartford, VT",140
5086,VT,"West Topsham, VT",793
5089,VT,"Windsor, VT",4979
5091,VT,"Woodstock, VT",3288
5101,VT,"Bellows Falls, VT",4643
5141,VT,"Cambridgeport, VT (PO Boxes)",112
5142,VT,"Cavendish, VT",680
5143,VT,"Chester, VT",4343
5146,VT,"Grafton, VT",750
5148,VT,"Londonderry, VT",1140
5149,VT,"Ludlow, VT",2092
5150,VT,"North Springfield, VT",831
5151,VT,"Perkinsville, VT",1553
5152,VT,"Peru, VT",448
5153,VT,"Proctorsville, VT",687
5154,VT,"Saxtons River, VT",661
5155,VT,"South Londonderry, VT",828
5156,VT,"Springfield, VT",9226
5158,VT,"Westminster, VT",1049
5161,VT,"Weston, VT",552
5201,VT,"Bennington, VT",14851
5250,VT,"Arlington, VT",3408
5251,VT,"Dorset, VT",1350
5252,VT,"East Arlington, VT",274
5253,VT,"East Dorset, VT",685
5254,VT,"Manchester, VT",273
5255,VT,"Manchester Center, VT",4121
5257,VT,"North Bennington, VT",2718
5260,VT,"North Pownal, VT",459
5261,VT,"Pownal, VT",2738
5262,VT,"Shaftsbury, VT",2547
5301,VT,"Brattleboro, VT",16820
5340,VT,"Bondville, VT",763
5341,VT,"East Dover, VT",407
5342,VT,"Jacksonville, VT",581
5343,VT,"Jamaica, VT",917
5345,VT,"Newfane, VT",2119
5346,VT,"Putney, VT",5184
5350,VT,"Readsboro, VT",763
5352,VT,"Stamford, VT",824
5353,VT,"Townshend, VT",1072
5354,VT,"Vernon, VT",2210
5355,VT,"Wardsboro, VT",813
5356,VT,"West Dover, VT",717
5358,VT,"West Halifax, VT",148
5359,VT,"West Townshend, VT",594
5360,VT,"West Wardsboro, VT",251
5361,VT,"Whitingham, VT",947
5362,VT,"Williamsville, VT",127
5363,VT,"Wilmington, VT",2021
5401,VT,"Burlington, VT",28185
5403,VT,"South Burlington, VT",17593
5404,VT,"Winooski, VT",7240
5405,VT,"Burlington, VT",4406
5408,VT,"Burlington, VT",10114
5439,VT,"St Michaels College, Colchester, VT",1734
5440,VT,"Alburgh, VT",1998
5441,VT,"Bakersfield, VT",958
5442,VT,"Belvidere Center, VT",339
5443,VT,"Bristol, VT",6656
5444,VT,"Cambridge, VT",1714
5445,VT,"Charlotte, VT",3754
5446,VT,"Colchester, VT",15373
5447,VT,"East Berkshire, VT",79
5448,VT,"East Fairfield, VT",1134
5450,VT,"Enosburg Falls, VT",4977
5452,VT,"Essex Junction, VT",19710
5454,VT,"Fairfax, VT",4447
5455,VT,"Fairfield, VT",1080
5456,VT,"Ferrisburgh, VT",1277
5457,VT,"Franklin, VT",1617
5458,VT,"Grand Isle, VT",2044
5459,VT,"Highgate Center, VT",2156
5461,VT,"Hinesburg, VT",4542
5462,VT,"Huntington, VT",1938
5463,VT,"Isle La Motte, VT",471
5464,VT,"Jeffersonville, VT",3008
5465,VT,"Jericho, VT",5355
5468,VT,"Milton, VT",12942
5471,VT,"Montgomery Center, VT",896
5472,VT,"New Haven, VT",1643
5473,VT,"North Ferrisburgh, VT",1413
5474,VT,"North Hero, VT",803
5476,VT,"Richford, VT",3183
5477,VT,"Richmond, VT",4397
5478,VT,"Saint Albans, VT",14449
5482,VT,"Shelburne, VT",7198
5483,VT,"Sheldon, VT",1303
5485,VT,"Sheldon Springs, VT (PO Boxes)",93
5486,VT,"South Hero, VT",1654
5487,VT,"Starksboro, VT",1498
5488,VT,"Swanton, VT",7690
5489,VT,"Underhill, VT",3174
5491,VT,"Vergennes, VT",5909
5492,VT,"Waterville, VT",682
5494,VT,"Westford, VT",1767
5495,VT,"Williston, VT",9341
5602,VT,"Montpelier, VT",11916
5640,VT,"Adamant, VT",161
5641,VT,"Barre, VT",17169
5647,VT,"Cabot, VT",1141
5648,VT,"Calais, VT",423
5649,VT,"East Barre, VT",574
5650,VT,"East Calais, VT",1123
5651,VT,"East Montpelier, VT",1546
5652,VT,"Eden, VT",776
5653,VT,"Eden Mills, VT",547
5654,VT,"Graniteville, VT",970
5655,VT,"Hyde Park, VT",2868
5656,VT,"Johnson, VT",3508
5657,VT,"Lake Elmore, VT",56
5658,VT,"Marshfield, VT",1402
5660,VT,"Moretown, VT",1660
5661,VT,"Morrisville, VT",5620
5663,VT,"Northfield, VT",6773
5664,VT,"Northfield Falls, VT (PO Boxes)",80
5667,VT,"Plainfield, VT",2166
5669,VT,"Roxbury, VT",634
5672,VT,"Stowe, VT",4314
5673,VT,"Waitsfield, VT",2574
5674,VT,"Warren, VT",1705
5675,VT,"Washington, VT",1064
5676,VT,"Waterbury, VT",4984
5677,VT,"Waterbury Center, VT",2232
5678,VT,"Websterville, VT",163
5679,VT,"Williamstown, VT",3296
5680,VT,"Wolcott, VT",2168
5681,VT,"Woodbury, VT",458
5682,VT,"Worcester, VT",1251
5701,VT,"Rutland, VT",20802
5730,VT,"Belmont, VT",302
5732,VT,"Bomoseen, VT",708
5733,VT,"Brandon, VT",5895
